id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18053203,SchÃ¶nes Wg Zimmer in bester Lage in Moabit,123908109,Pascal,Mitte,Moabit West,52.53316471,13.34262514,Private room,29,20,3,6/30/2018,0.17,1,0
18053353,2 Zimmer Alexanderplatz nah,13861254,ÎœÎµÎ»Î±Î½Î¹,Pankow,Prenzlauer Berg Ost,52.53400368,13.44338904,Entire home/apt,94,3,1,8/22/2017,0.05,1,279
18053647,Stylish & super cozy apartment in Friedrichshain,33271996,Viktoria,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51015486,13.46226892,Entire home/apt,60,7,6,4/30/2018,0.31,1,15
18055680,3 Room Apt KreuzkÃ¶lln /// Balcony + cosy + stylish,124094665,Yvonn,NeukÃ¶lln,ReuterstraÃŸe,52.49303739,13.42562252,Entire home/apt,85,5,2,6/27/2017,0.11,1,0
18056027,"White, sunny, and cozy room for rent by month",28010150,Jessica,Charlottenburg-Wilm.,DÃ¼sseldorfer StraÃŸe,52.49454782,13.31536789,Entire home/apt,40,150,0,,,1,365
18056311,PERFECT LOCATION AND VERY QUIET,74795551,Theresa,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51884205,13.45827492,Private room,30,1,22,10/27/2018,1.18,1,65
18057272,Spacious private room in the heart of Berlin :),92803656,Tomer,Mitte,Alexanderplatz,52.52556564,13.40456235,Private room,35,3,3,10/16/2017,0.18,1,0
18058785,SUNNY home in Friedrichshain,8204381,Shiran,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51789588,13.46583024,Entire home/apt,87,3,14,6/17/2018,0.74,1,4
18066144,"Modern, Well-Designed & Bright Downtown Apartment",124367459,GÃ¼nter,Mitte,Alexanderplatz,52.52871013,13.39651737,Entire home/apt,185,5,38,10/30/2018,2,1,192
18066365,Stunning Alt-Bau Room in Berlin,27548892,Sam,Tempelhof - SchÃ¶neberg,Friedenau,52.46953153,13.34214805,Private room,26,4,6,8/5/2017,0.32,1,0
18066373,Huge room with balcony in great location,124371137,Marc,Mitte,Alexanderplatz,52.51718744,13.42452054,Private room,38,2,16,9/25/2017,0.84,1,0
18066481,Private Room in Central City West / 6,116125052,Frank,Charlottenburg-Wilm.,SchloÃŸ Charlottenburg,52.51585752,13.29334122,Private room,31,1,83,11/2/2018,4.46,7,346
18067321,Comfortable room in perfect location,5050236,Alfonso,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.49696985,13.40900256,Private room,28,11,4,9/22/2018,0.21,1,0
18067570,*GemÃ¼tliche 1 Zimmer-Wohnung*SchÃ¶neberg*,9105896,Yasemin,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.48457324,13.35376795,Entire home/apt,51,3,8,2/15/2018,0.56,1,37
18067705,Bright Room With Balcony in Berlin Prenzlauer Berg,120390657,Kaisa-Maija,Pankow,Prenzlauer Berg SÃ¼d,52.53545813,13.42540932,Private room,29,3,10,8/20/2018,0.54,1,0
18067902,Â°Â° GÃ¤stezimmer mit traumhaftem Ausblick Â°Â°,9419542,Joanna,Mitte,Alexanderplatz,52.50576218,13.41694105,Private room,46,2,12,10/29/2018,0.65,1,286
18067983,Panoramic Penthouse Apartment,2127371,Maximilian,Pankow,Prenzlauer Berg SÃ¼dwest,52.5355232,13.40709645,Entire home/apt,150,3,19,10/17/2018,1.07,1,0
18069548,Vacation Rental at Charlotte's in Berlin,91074978,Charlotte,Tempelhof - SchÃ¶neberg,Friedenau,52.47310693,13.34434304,Entire home/apt,38,2,53,11/4/2018,2.89,1,1
18070058,a great 2 bedroom in the middle of NeukÃ¶lln,33423679,Nimrod,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48032337,13.43333198,Entire home/apt,70,2,9,4/3/2018,0.49,2,0
18070061,Nice & cosy studio in Berlin-Wilmersdorf,45496468,Christoph,Charlottenburg-Wilm.,Halensee,52.49555368,13.29342674,Entire home/apt,55,3,17,10/31/2018,0.96,1,35
18070547,gerÃ¤umiges Zimmer auch fÃ¼r PÃ¤archen,57393126,Faye,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48277025,13.43176027,Private room,55,2,1,7/14/2017,0.06,1,362
18072421,nice room in the heart of neukÃ¶lln,124421999,Juro,NeukÃ¶lln,Rixdorf,52.47270634,13.44356041,Private room,23,14,7,9/29/2017,0.38,1,0
18073066,FULLY FURNISHED ROOFTOP APARTMENT,41077105,Gitta,Charlottenburg-Wilm.,DÃ¼sseldorfer StraÃŸe,52.4908248,13.29805931,Entire home/apt,62,4,0,,,2,0
18073208,Sonniges Zimmer im beliebten Bergmannkiez,115781959,Ulrich,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49023483,13.39573732,Private room,50,2,46,11/4/2018,2.48,1,162
18073466,Zimmer im Zentrum der Stadt,124362703,Damian,Mitte,Moabit Ost,52.51572109,13.33667563,Private room,30,1,29,3/30/2018,1.51,2,0
18074062,"peace, joy and pancakes",22639331,Damir,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51875174,13.46315632,Private room,39,7,1,10/18/2018,1,1,17
18074750,Zimmer in Wohnung mit super Verkehrsanbindung,25189197,Katrin,Pankow,Prenzlauer Berg Ost,52.54097603,13.43888768,Private room,40,3,6,8/2/2018,0.32,1,0
18074987,Arty mid century in Mitte,124447133,Katarzyna,Mitte,Moabit Ost,52.53131705,13.35141507,Entire home/apt,80,2,0,,,1,0
18075198,Huge 3 Bedroom Flat-Top Center->Sightseeing,40167928,Ivon & Ellen,Mitte,Regierungsviertel,52.51072726,13.38745379,Entire home/apt,160,4,59,10/22/2018,3.07,1,111
18076577,Home in the Heart of Friedrichshain,29423822,Zac,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51037652,13.45331278,Private room,31,1,0,,,1,216
18080841,Cubehouse in Berlincity,124508637,Jasmin,Pankow,WeiÃŸensee Ost,52.56220365,13.48271538,Entire home/apt,249,2,1,8/28/2018,0.42,1,83
18081183,Room 10 min from Kudam,122196218,Dora,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.47258123,13.31347032,Private room,38,1,11,11/4/2018,0.67,1,320
18081436,Artsy Room in Central Flat,5565063,Anna,NeukÃ¶lln,Schillerpromenade,52.46659674,13.43050169,Private room,35,4,22,10/25/2018,1.16,1,18
18082169,Brand new apartment in city west,124517516,Tom,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51765339,13.31255758,Entire home/apt,65,1,31,7/12/2018,1.67,1,35
18082829,Enjoy NeukÃ¶lln at it's finest! Sunny+quiet room ..,15053732,Elza,NeukÃ¶lln,ReuterstraÃŸe,52.48362325,13.43461847,Private room,30,3,0,,,1,0
18084098,Wohnung im grÃ¼nen Tempelhof,8912086,RenÃ©,Tempelhof - SchÃ¶neberg,Tempelhof,52.45725822,13.37888424,Entire home/apt,69,30,1,9/1/2017,0.07,26,4
18087315,Hackescher Markt apartment -  quiet and central,19887810,Alexandra,Mitte,Alexanderplatz,52.52520013,13.40428666,Entire home/apt,115,7,13,9/6/2018,0.68,1,46
18087500,Sunny apartment with cosy vibe,100408113,Caius,NeukÃ¶lln,Schillerpromenade,52.46661752,13.42758578,Private room,42,2,1,4/17/2017,0.05,1,0
18091778,Central studio apartment with a balcony,32702644,Omar,Mitte,Brunnenstr. Nord,52.54194328,13.40062211,Entire home/apt,40,5,1,4/26/2017,0.05,1,0
18096813,"Preiswertes Zimmer, tolle location",124625390,Michael,Mitte,Tiergarten SÃ¼d,52.50406239,13.34674559,Private room,10,1,0,,,1,0
18098935,Berlin NeukÃ¶lln nice & central,7689466,Ingrid,NeukÃ¶lln,Schillerpromenade,52.47541406,13.42307146,Entire home/apt,100,2,59,10/4/2018,3.26,1,301
18100737,Bright & Cozy Room in the heart of Kreuzberg,41559199,Stefano,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48954764,13.38802189,Private room,22,4,2,6/30/2018,0.11,1,0
18100960,Spacious room in great location!,89487875,Maximilian,Mitte,Moabit West,52.52701933,13.33370618,Private room,15,4,1,4/17/2017,0.05,1,0
18102320,Charming Studio in Berlin MITTE,34393292,Oana,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52051749,13.3208757,Entire home/apt,65,2,27,10/2/2018,1.42,1,51
18104095,"Beautiful room, brightly apartment in Mitte",27317496,Lukas,Mitte,Tiergarten SÃ¼d,52.49893658,13.36949269,Private room,42,2,6,8/19/2017,0.32,1,0
18105932,Berlin Nollendorfpl. Large room with king size bed,79106517,Dmitrii,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.50051244,13.35814744,Private room,85,4,0,,,1,0
18106942,55 qm gemÃ¼tliche Wohnung fÃ¼r Zwei // cosy flat,124013184,Angela,Lichtenberg,Karlshorst,52.48286559,13.52082506,Entire home/apt,70,2,15,5/22/2018,0.81,1,0
18108720,WOMEN ONLY: roof room by Rosenthaler Platz/Mitte,9808321,Stefanie,Mitte,Alexanderplatz,52.5283687,13.39792617,Private room,20,1,38,10/28/2018,2.17,1,0
18114503,Big flat with fantastic view over Berlin skyline,15508263,Doris,Mitte,Brunnenstr. SÃ¼d,52.53287169,13.39949785,Entire home/apt,200,7,0,,,1,220
18114782,GemÃ¼tliche Wohnung fÃ¼r Paare mit und ohne Kindern,120044686,Ariane,Treptow - KÃ¶penick,Dammvorstadt,52.45518892,13.57901946,Entire home/apt,85,2,20,9/21/2018,1.08,1,0
18115414,"2 Zimmerwohnung in Pankow, ideal fÃ¼r PÃ¤rchen",73828853,Moritz,Pankow,Blankenfelde/NiederschÃ¶nhausen,52.59263292,13.40298202,Entire home/apt,27,3,0,,,1,0
18115601,Cosy Room in top Location in Berlin Mitte,124799071,Mark,Mitte,Alexanderplatz,52.52768263,13.39655723,Private room,35,3,2,4/30/2017,0.11,1,0
18115689,flat in Berlin-NeukÃ¶lln with big terrace,42570874,Marco,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46385472,13.43990341,Private room,22,2,19,6/11/2018,1.03,1,0
18116259,Beautiful bright spacious 80m2 flat in KreuzkÃ¶lln,124822195,Sebastian,NeukÃ¶lln,ReuterstraÃŸe,52.48751878,13.43059815,Entire home/apt,60,3,9,3/19/2018,0.47,1,0
18116400,"Cosy luminous flat, TOP location in PrenzlauerBerg",28706854,Liya,Pankow,Prenzlauer Berg Nordwest,52.54723194,13.41099063,Entire home/apt,88,4,10,10/24/2017,0.53,1,0
18116706,Quiet room in airy attic flat,124415621,Carolin,NeukÃ¶lln,Schillerpromenade,52.46681643,13.42679519,Private room,30,4,21,9/25/2018,1.12,1,43
18117034,Quiet&spacious room for 2 people in Berlin center,11929357,Leo,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52064229,13.44780033,Private room,30,3,11,12/26/2017,0.59,2,0
18117907,Awesome room in NeukÃ¶lln,10783994,Ventsy,NeukÃ¶lln,ReuterstraÃŸe,52.48729598,13.42875068,Private room,30,7,10,6/24/2018,0.71,1,0
18119271,Room in spacious flat in lovely historical Rixdorf,28512503,Katherine,NeukÃ¶lln,Rixdorf,52.47393718,13.45147058,Private room,22,2,15,8/31/2018,0.79,1,35
18119459,Cosy room in 130qm flat at Paul-Lincke-Ufer,3419460,Miriam,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49647412,13.42291263,Private room,35,5,0,,,1,310
18120892,Loft in the heart of Berlin 1.3,718939,Martina & Charlotte (MaCha),Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50163813,13.41692306,Entire home/apt,98,2,60,10/14/2018,3.15,12,337
18121111,Zentrale Lage in Berlin,33421394,Christian,Mitte,Regierungsviertel,52.51227156,13.3897721,Private room,100,3,48,9/9/2018,2.57,1,0
18121319,Huge designer's room in Berlin center (Mitte),122548465,Sara,Mitte,Brunnenstr. SÃ¼d,52.53282464,13.40631023,Private room,45,15,5,10/26/2018,0.93,1,0
18121504,"1,25 DB-Room-in house in nice lake area-Berlin's",124871606,Mojtaba,Treptow - KÃ¶penick,MÃ¼ggelheim,52.41616107,13.67900708,Private room,40,2,2,7/13/2017,0.12,1,0
18121905,Ãœber den DÃ¤chern von Prenzlauer Berg,15306710,Peter,Pankow,Prenzlauer Berg SÃ¼dwest,52.53999582,13.41642073,Private room,35,2,0,,,1,14
18121935,"WG-Room; 2- min to Subway, 8 min to SchÃ¶nefeld",111084881,Angela,Treptow - KÃ¶penick,Adlershof,52.43127397,13.532315,Private room,26,1,34,10/19/2018,1.77,1,58
18122823,Your room in Berlin (close to Friedrichshain),124885836,Katha Und Lucia,Lichtenberg,Alt-Lichtenberg,52.51526749,13.49685375,Private room,47,1,4,6/5/2017,0.22,1,0
18123286,Cozy and bright room in Berlin-Mitte,90370812,Lamia,Mitte,Moabit Ost,52.53529993,13.35784554,Private room,37,2,5,9/9/2017,0.26,1,0
18124107,Spacious and cosy flat with sunny balcony/60 sqm,46131374,L,Reinickendorf,Ost 2,52.57220276,13.35931431,Private room,45,4,29,9/23/2018,1.52,1,0
18127028,Traumhaus am sÃ¼dlichen Rand von Berlin,50350370,Matthias,Treptow - KÃ¶penick,Bohnsdorf,52.39561481,13.56806047,Entire home/apt,100,1,2,5/28/2017,0.1,2,0
18129735,Perfect & central room in Kreuzberg & NeukÃ¶lln!,85056381,Fabrizio,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49202884,13.40356079,Private room,34,2,0,,,1,0
18130712,Bright/cozy room in spacious NeukÃ¶lln Altbau,36439690,Dylan,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48121052,13.43356801,Private room,31,2,12,7/30/2017,0.65,2,0
18131415,Altbauzimmer mit Balkon // KreuzkÃ¶lln,47737355,Eva,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48963358,13.41894098,Private room,54,3,5,8/27/2018,0.28,1,0
18133312,Sunny maisonette apartment for you in KreuzkÃ¶lln,27034033,Teresa,Treptow - KÃ¶penick,Alt  Treptow,52.49109107,13.4454067,Entire home/apt,80,2,11,4/15/2018,0.66,1,0
18134530,Studio apartment with sunny terrace,119974294,Mervete,NeukÃ¶lln,Rixdorf,52.47833062,13.43924377,Private room,58,3,23,10/30/2018,1.23,1,341
18135213,GemÃ¼tliches Zimmer in Tempelhof,18206416,New,Tempelhof - SchÃ¶neberg,Tempelhof,52.4615543,13.38592665,Private room,27,2,3,9/21/2017,0.16,1,0
18135283,Room in Shared appartment in Friedenau,60720329,Gabriel,Tempelhof - SchÃ¶neberg,Friedenau,52.47002554,13.34305811,Private room,18,4,4,6/17/2017,0.21,1,0
18135638,Park View Apartment,8352102,Stefan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.50295823,13.37267026,Entire home/apt,77,2,10,10/7/2018,0.57,1,113
18136690,cosy room in Kreuzberg,125020202,Carolin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49139345,13.41007967,Private room,47,2,102,10/22/2018,5.43,1,24
18136722,Lovely room with balcony in modernized Altbau,125019349,Erich,NeukÃ¶lln,Rixdorf,52.47770317,13.44889912,Private room,25,3,3,8/9/2017,0.19,1,0
18137516,Small and cozy apartment in Kreuzberg.,11287216,John,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48985875,13.41711683,Entire home/apt,50,1,0,,,1,0
18137536,Sweet bedroom in a peaceful area near Mauerpark,105114694,Cristina,Mitte,Brunnenstr. Nord,52.54717341,13.39514707,Private room,35,5,9,10/24/2018,0.5,1,78
18139729,Berlin 'er room,8230414,Benjamin,NeukÃ¶lln,Rixdorf,52.47964976,13.44132709,Private room,20,4,21,10/31/2018,1.21,1,0
18144691,Bright and cozy room in Berlin,52147903,Ngoc Anh,Lichtenberg,Friedrichsfelde Nord,52.51215475,13.50226606,Private room,16,7,5,1/9/2018,0.27,3,0
18144692,Luxurious Altbau in West Berlin,21302993,Alexandra,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.50273141,13.34643483,Entire home/apt,100,10,0,,,1,0
18146148,primeflats - Cooles Friedrichshain apartment in artsy street 7,1625771,Ben,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51452062,13.45859524,Entire home/apt,42,1,37,11/6/2018,1.97,45,97
18146335,Cosy room in a typical Berlin flat,6355189,Maileen,Mitte,Moabit Ost,52.52799006,13.35073908,Private room,24,2,15,3/16/2018,0.79,2,0
18146478,Cozy 2 room Apartment,125119516,Magdalena,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51443961,13.46466982,Entire home/apt,40,1,0,,,1,0
18146586,Cozy room in the heart of Berlin!,27546863,Tom,Pankow,Prenzlauer Berg SÃ¼d,52.53259755,13.42474955,Private room,50,3,83,10/30/2018,4.41,1,129
18146805,Family apartment in downtown Berlin,53175788,Yanina And Maruan,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.50635586,13.38014612,Entire home/apt,115,3,3,6/12/2017,0.17,1,0
18147317,Helles zimmer in strategisch Ort,65271566,Amin,Pankow,Pankow SÃ¼d,52.55210668,13.42982741,Private room,24,1,44,9/16/2018,2.32,1,339
18147833,Comfortable 27 mÂ² room in Berlin Mitte,64647743,Robert,Mitte,Osloer StraÃŸe,52.55653009,13.39215676,Private room,40,1,0,,,1,0
18147977,room and shared space in the heart of KreuzkÃ¶lln,61838200,Lynn,NeukÃ¶lln,ReuterstraÃŸe,52.4948755,13.42315175,Private room,70,1,14,4/10/2018,0.79,2,0
18148369,Minimalistic Rooftop Apartment with a View,18748484,Nga,Mitte,Alexanderplatz,52.52781796,13.39264372,Entire home/apt,75,2,36,10/28/2018,1.92,1,3
18148888,Cool Loft with Pool in Berlin Mitte,125138636,Bob,Mitte,Alexanderplatz,52.5287481,13.40527285,Entire home/apt,119,1,100,11/4/2018,5.21,1,154
18148975,GemÃ¼tliches Zimmer in Berlin Prenzlauer Berg,680283,Bill,Pankow,Prenzlauer Berg Nordwest,52.55139665,13.41156398,Private room,26,1,0,,,1,0
18149115,50mÂ² Room :-) Altbau Berlin SchÃ¶neberg     Zentrum,1717834,Sacha,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.4940939,13.35741806,Private room,38,10,0,,,1,0
18149174,Bright/spacious bedroom in trendy F-hain Kiez!,44498576,Daniel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52054119,13.45288375,Private room,30,4,9,7/27/2017,0.49,1,0
18150050,Beste Kiezlage in Kreuzberg,23414831,Anne,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50345748,13.43548257,Entire home/apt,50,1,4,4/28/2017,0.21,1,0
18150458,primeflats - Apartment am Schillerpark 5,1625771,Ben,Mitte,Parkviertel,52.55391223,13.34946063,Entire home/apt,42,1,46,11/4/2018,2.45,45,136
18150993,Big room in Tempelholf area.,603988,Pablo Y Lorena,Tempelhof - SchÃ¶neberg,Mariendorf,52.44756995,13.37107162,Private room,30,29,10,4/8/2018,0.67,1,63
18151305,Large room for 1 or 2 people in Mitte/Wedding,98194385,,Mitte,Parkviertel,52.55306588,13.35604508,Private room,17,1,5,4/30/2017,0.26,1,0
18153319,CHARMING ARTSY PLACE in Xberg,104097626,Sasa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48807331,13.42198198,Private room,65,3,0,,,1,0
18156075,Cozy apartment in very central location.,125206298,Andrea,Pankow,Prenzlauer Berg SÃ¼dwest,52.53034399,13.4183394,Entire home/apt,90,4,0,,,1,0
18158993,La Petite Maison - Sonnig Ruhig mit Balkon im Hof,66875618,Ina,Mitte,Alexanderplatz,52.50750177,13.41647159,Entire home/apt,90,2,34,10/21/2018,1.88,6,335
18159272,"SchÃ¶nes, helles Zimmer in Berlin, Kreuzberg",85799300,Julius,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.49998366,13.43511184,Private room,20,5,2,7/16/2018,0.1,1,0
18164445,Stylish 2-rooms flat on Staakenerstr. Spandau,79430806,Katya,Spandau,Wilhelmstadt,52.53561578,13.18268974,Entire home/apt,34,30,5,7/9/2018,0.29,19,326
18165937,UNIQUE ART RESIDENCY,47984,Kai,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49476176,13.38099772,Private room,58,2,46,10/21/2018,2.42,1,16
18166771,"Private room in famous Bergmannkiez, Kreuzberg",40074305,Casimir,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48749909,13.39322477,Private room,70,2,4,10/1/2017,0.28,2,0
18167468,Cosy Flat in Berlin-Wedding,23281546,Sheela,Mitte,Wedding Zentrum,52.55133903,13.37933328,Entire home/apt,45,3,10,9/17/2017,0.59,1,0
18167874,Cosy appartment two minutes from tempelhofer Feld!,10579507,Claudius,NeukÃ¶lln,Schillerpromenade,52.47573258,13.42515053,Entire home/apt,44,3,3,4/30/2018,0.2,1,0
18168180,"Little and bright retro charme, room in a wg",125320201,Victoria,Pankow,WeiÃŸensee Ost,52.55906097,13.46487388,Private room,23,1,0,,,1,0
18169854,Authentic apartment with balcony in Prime location,38489353,Maike And Rafael,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50781344,13.45267887,Entire home/apt,99,2,16,12/16/2017,0.86,1,0
18170274,Cozy apartment in Kreuzberg / GÃ¶rlitzer Park,76060471,Fatime,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49488369,13.43900989,Entire home/apt,50,5,18,10/21/2018,0.99,1,0
18170889,Ð£ÑŽÑ‚Ð½Ð°Ñ ÐºÐ¾Ð¼Ð½Ð°Ñ‚Ð°. GemÃ¼tliches Zimmer am Mauerpark.,125341008,Taras,Mitte,Brunnenstr. Nord,52.54120835,13.39622601,Private room,40,2,8,9/16/2018,0.43,1,340
18171166,Cozy and quiet apartment near the U6! :),73899679,Son,Mitte,Parkviertel,52.54589697,13.34445566,Entire home/apt,17,10,0,,,2,0
18173208,GroÃŸes AB-Zimmer mit Loggia in Berlin-Pankow,77943199,Uta,Pankow,Blankenfelde/NiederschÃ¶nhausen,52.57945183,13.39691021,Private room,28,1,38,11/4/2018,2.01,1,43
18173848,"CALM, CLEAN, COZY, WELL-CONNECTED",4447488,Adam,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46577526,13.43725803,Private room,42,4,50,10/19/2018,2.63,1,48
18174509,Artists & Hippie WG,125374517,Gregor,Mitte,Osloer StraÃŸe,52.55960845,13.37826537,Private room,79,28,7,9/26/2017,0.37,1,0
18175517,Lovely room with sofa + balcony in Berlin Mitte,70628860,Mabyn,Mitte,Brunnenstr. Nord,52.54681113,13.37728672,Private room,16,4,3,6/16/2017,0.16,1,0
18175818,Furnished room in the city center,35700774,Konstantin,Mitte,Brunnenstr. Nord,52.53862765,13.38126487,Private room,32,25,3,7/17/2018,0.22,19,363
18176224,Quiet and cozy 2 room apartment in NeukÃ¶lln,30824600,Anh,NeukÃ¶lln,Rixdorf,52.47818188,13.45002182,Entire home/apt,60,3,4,10/14/2018,0.31,1,0
18176402,3 Zimmerwohnung in Karlshorst,3746700,Anne,Lichtenberg,Karlshorst,52.48569831,13.52761744,Entire home/apt,40,7,1,5/30/2017,0.06,1,0
18176447,Classic 1900's apartment in vibrant Friedrichshain,20110200,Beatriz,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51094442,13.4666111,Entire home/apt,68,2,6,2/18/2018,0.33,1,0
18176485,"Helles, ruhiges und groÃŸes Zimmer im Szenebezirk",12353152,Runa,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ¼d,52.51395141,13.44566238,Private room,45,3,14,8/12/2017,0.73,2,0
18176526,Nice furnished (WG) room in Kreuzberg,35700774,Konstantin,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.50235097,13.41141221,Private room,44,10,2,9/13/2018,0.68,19,364
18176847,Sunny and spacious apartment in NeukÃ¶lln!,40418255,Niklas,NeukÃ¶lln,ReuterstraÃŸe,52.4819705,13.43888569,Entire home/apt,99,2,11,10/1/2018,0.63,1,0
18178501,Cosy 2-room apartment near Helmholtzplatz!,97485318,Iris,Pankow,Helmholtzplatz,52.54411907,13.41946759,Entire home/apt,50,5,2,6/10/2017,0.11,1,0
18183616,A Room in friendly Friedrichshain (Berlin),125471280,Timo,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50559427,13.4667529,Private room,35,2,1,4/1/2018,0.14,1,0
18184417,GroÃŸes und helles Zimmer in Moabit,63873726,Nikolas,Mitte,Moabit West,52.52659278,13.33761803,Private room,30,15,2,5/13/2017,0.11,1,0
18185955,Private room in our flat in Berlin Mitte,90912324,Luisa,Mitte,Brunnenstr. SÃ¼d,52.53351151,13.40754074,Private room,35,1,17,10/14/2018,0.92,1,0
18187435,Bright Central Room,17784492,Louisa,Mitte,Tiergarten SÃ¼d,52.50209954,13.36724567,Private room,30,1,8,6/30/2018,0.43,1,1
18187439,Mit Blick in den Park,75233051,RÃ¼diger,Pankow,Blankenfelde/NiederschÃ¶nhausen,52.58720081,13.40646004,Entire home/apt,60,28,0,,,1,219
18187883,Ruhiges  schÃ¶nes Zimmer City West/CafÃ© Sets,125500060,Ruzica,Charlottenburg-Wilm.,KurfÃ¼rstendamm,52.5035016,13.31543237,Private room,69,1,59,10/19/2018,3.47,1,334
18189617,ruhiges & gemÃ¼tliches Zimmer im Zentrum von Berlin,22807768,Andreas,Mitte,Alexanderplatz,52.51895059,13.42435494,Private room,25,2,55,10/30/2018,2.92,1,0
18189635,Einfach gemÃ¼tlich,125519764,Sabine,Pankow,Prenzlauer Berg SÃ¼dwest,52.53317879,13.41126246,Private room,30,3,79,11/5/2018,4.16,1,6
18191138,"Cozy ""Berlin style"" room in fancy NeukÃ¶lln",73000705,Corina,NeukÃ¶lln,Schillerpromenade,52.46928394,13.42707279,Private room,52,1,3,9/21/2018,0.17,1,44
18194996,"Quiet and spacious room , 10m from Ostrkeuz",39704696,Apprendre,Lichtenberg,Karlshorst,52.48446909,13.52248555,Private room,60,1,0,,,1,0
18195157,SPACIOUS AND MODERN ROOM WITH A VIEW OVER BERLIN,41077105,Gitta,Charlottenburg-Wilm.,DÃ¼sseldorfer StraÃŸe,52.49151978,13.29808816,Private room,32,4,70,11/5/2018,3.76,2,68
18195433,Preiswertes Apartment in Friedrichshain,87741227,Nora,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52641321,13.44978545,Entire home/apt,35,1,0,,,1,0
18201101,Sunny flat - city center,45465596,Steffen,Pankow,WeiÃŸensee,52.54751527,13.45611673,Entire home/apt,68,2,0,,,4,0
18201775,Shiny Tegel,125640456,Fred,Reinickendorf,West 3,52.58505098,13.30096054,Private room,50,3,8,7/15/2017,0.44,1,0
18202020,Panorama Hotel am KurfÃ¼rstendamm,86157833,Carina,Charlottenburg-Wilm.,KurfÃ¼rstendamm,52.50319653,13.30565834,Private room,30,1,1,4/17/2017,0.05,1,0
18202888,Living at KÃ¶rnerpark in a big sized room + BalconY,47469652,Tina,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47143711,13.43766029,Private room,25,5,9,10/8/2017,0.47,2,0
18203481,Apartment in Kreuzberg Kottbusser Tor,125652413,Toni,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.49871077,13.42088732,Shared room,40,2,0,,,1,0
18203738,KÃ¼nstlergarten,80919335,Frank,Treptow - KÃ¶penick,KÃ¶penick-Nord,52.46287366,13.61420439,Entire home/apt,70,2,18,10/7/2018,0.95,1,29
